Admission grade,Age at enrollment,Application Mode,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,Sum of GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality Desc,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate
132.6,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,7,13.5,0,5,0,6,9,14,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,135,Yes,Graduate,Yes,8.9
111.3,19,1st phase - general contingent,3,Advertising and Marketing Management,3,0,5,7,11.33333333,0,4,0,5,7,11,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Enrolled,Yes,9.4
114.9,19,1st phase - general contingent,4,Advertising and Marketing Management,6,0,6,8,13.375,0,6,0,6,7,12.28571429,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,2.02,Female,0.6,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,125,Yes,Graduate,Yes,11.1
121,19,1st phase - general contingent,4,Advertising and Marketing Management,6,0,6,8,13.5,0,6,0,6,9,13.57142857,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,2.02,Female,0.6,No,Single,Intermediate Level Technicians and Professions,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,128,No,Graduate,Yes,11.1
146.2,20,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,8,15.25,0,6,0,6,7,14.71428571,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,157,Yes,Graduate,Yes,11.1
120.6,19,1st phase - general contingent,2,Advertising and Marketing Management,6,0,6,6,13.33333333,0,5,0,6,8,14,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Male,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,123,No,Graduate,Yes,8.9
271.3,37,1st phase - general contingent,4,Advertising and Marketing Management,12,0,12,12,26.5,0,11,0,12,18,25.82857143,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,7.02,Female,2.8,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,252,Yes,Graduate,Yes,17.8
130.6,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,6,12.33333333,0,5,0,6,7,14.2,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,0.79,Female,-0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,139,No,Graduate,Yes,13.9
121.1,18,1st phase - general contingent,4,Advertising and Marketing Management,6,0,6,7,13.66666667,0,5,0,6,9,15.4,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Higher Education - Bachelor's Degree,0.79,Female,-0.3,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,133,No,Graduate,Yes,13.9
126.6,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,8,14.625,0,6,0,6,9,14.14285714,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Other - 11th Year of Schooling,2.02,Female,0.6,No,Single,"Personal Services, Security and Safety Workers and Sellers",Other - 11th Year of Schooling,Portuguese,Secondary education,122,No,Enrolled,Yes,11.1
118.3,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,7,12.33333333,0,3,0,6,10,12,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,0.79,Female,-0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,127,No,Enrolled,Yes,13.9
116.5,20,1st phase - general contingent,4,Advertising and Marketing Management,0,0,6,7,0,0,0,0,6,6,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,-0.92,Female,0.3,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,127,No,Dropout,Yes,16.2
116.7,21,1st phase - general contingent,1,Advertising and Marketing Management,0,0,5,8,0,0,0,0,5,5,0,0,Daytime,No,Yes,No,Specialists in Intellectual and Scientific Activities,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-3.12,Male,-0.8,No,Single,Student,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,116,No,Dropout,Yes,9.4
130.8,20,1st phase - general contingent,1,Advertising and Marketing Management,4,0,5,5,15,0,4,0,5,5,13.75,0,Daytime,No,Yes,No,Specialists in Intellectual and Scientific Activities,Secondary Education - 12th Year of Schooling or Equivalent,0.32,Female,2.6,No,Single,Specialists in Intellectual and Scientific Activities,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,128,No,Dropout,Yes,7.6
128.4,19,1st phase - general contingent,3,Advertising and Marketing Management,0,0,5,5,0,0,0,0,4,4,0,0,Daytime,No,Yes,No,Student,7th Year (Old),0.32,Male,2.6,No,Single,Student,10th Year of Schooling,Portuguese,Secondary education,134,No,Dropout,No,7.6
254.3,39,1st phase - general contingent,4,Advertising and Marketing Management,6,0,10,15,25,0,8,0,10,14,24.75,2,Daytime,No,Yes,No,Student,Basic education 1st cycle (4th/5th year) or equivalent,0.64,Female,5.2,No,Single,Student,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,256,No,Graduate,Yes,15.2
137.9,20,1st phase - general contingent,1,Advertising and Marketing Management,3,0,5,6,12,0,4,0,5,5,12.75,0,Daytime,No,Yes,No,Student,Higher Education - Degree,0.32,Male,2.6,No,Single,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,141,No,Dropout,No,7.6
129.7,19,1st phase - general contingent,1,Advertising and Marketing Management,4,0,6,10,12.5,0,1,0,6,12,10,3,Daytime,No,Yes,No,"Subsistence farmers, livestock keepers, fishermen, hunters",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-0.92,Male,0.3,No,Single,"Data, accounting, statistical, financial and registry operators",Higher Education - Bachelor's Degree,Portuguese,Secondary education,136,No,Enrolled,Yes,16.2
116.5,23,1st phase - general contingent,1,Advertising and Marketing Management,3,0,5,7,11.33333333,0,4,0,5,5,11.25,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,121,No,Dropout,Yes,7.6
123,18,1st phase - general contingent,1,Advertising and Marketing Management,3,0,5,6,11.66666667,0,4,0,5,6,13.5,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,131,Yes,Enrolled,Yes,7.6
105,20,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,9,13.28571429,0,5,0,6,8,13.8,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-4.06,Female,2.8,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Graduate,Yes,15.5
144.1,19,1st phase - general contingent,1,Advertising and Marketing Management,5,0,6,7,12.6,0,5,0,6,10,12.375,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,143,No,Enrolled,Yes,10.8
119.5,18,1st phase - general contingent,5,Advertising and Marketing Management,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,116,No,Dropout,No,8.9
128.1,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,6,13,0,6,0,6,6,13,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Male,-0.3,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133,Yes,Dropout,Yes,13.9
131.3,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,6,13.5,0,6,0,6,9,13.66666667,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,140,Yes,Graduate,Yes,10.8
110.2,22,1st phase - general contingent,1,Advertising and Marketing Management,3,0,5,7,12.66666667,0,4,0,5,6,12,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,113,No,Enrolled,Yes,7.6
114.2,18,1st phase - general contingent,2,Advertising and Marketing Management,4,0,6,9,13.2,0,5,0,6,10,12.8,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,111,No,Graduate,Yes,12.4
127,18,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,9,13.57142857,0,4,0,6,11,14,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.79,Male,0.5,No,Single,Intermediate Level Technicians and Professions,Higher Education - Degree,Portuguese,Secondary education,127,No,Graduate,Yes,12.4
119.2,18,1st phase - general contingent,1,Advertising and Marketing Management,5,0,6,8,13.5,0,6,0,6,6,14.5,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Other - 11th Year of Schooling,Portuguese,Secondary education,123,Yes,Graduate,Yes,12.4
124.1,18,1st phase - general contingent,4,Advertising and Marketing Management,6,0,6,6,14.16666667,0,6,0,6,7,13.42857143,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,130,No,Enrolled,Yes,8.9
129.1,18,1st phase - general contingent,1,Advertising and Marketing Management,4,0,6,6,11.25,0,3,0,6,10,10.33333333,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,120,No,Dropout,Yes,10.8
116.1,18,1st phase - general contingent,2,Advertising and Marketing Management,4,0,5,6,12.25,0,5,0,5,5,12.2,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Male,-0.8,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,122,Yes,Dropout,Yes,9.4
138,22,1st phase - general contingent,1,Advertising and Marketing Management,6,0,6,8,12.625,0,2,0,6,11,14.5,0,Daytime,Yes,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2.02,Male,0.6,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Enrolled,Yes,11.1
109.3,19,1st phase - general contingent,1,Advertising and Marketing Management,5,0,6,7,12,0,4,0,6,9,12.5,0,Daytime,Yes,No,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.79,Female,0.5,No,Single,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,117,Yes,Dropout,No,12.4
117.7,20,1st phase - general contingent,2,Advertising and Marketing Management,4,0,5,5,12,0,5,0,5,6,11.6,0,Daytime,Yes,Yes,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Male,-0.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,124,No,Dropout,Yes,9.4
119,20,1st phase - general contingent,1,Advertising and Marketing Management,1,0,6,10,12,1,0,0,6,0,0,0,Daytime,Yes,Yes,No,Other Situation,Secondary Education - 12th Year of Schooling or Equivalent,1.74,Male,1.4,No,Single,Other Situation,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,126,No,Dropout,Yes,10.8
128.6,19,1st phase - general contingent,2,Advertising and Marketing Management,4,0,5,8,12.25,0,4,0,5,7,12.75,2,Daytime,Yes,Yes,No,"Personal Services, Security and Safety Workers and Sellers",8th year of schooling,0.32,Female,2.6,No,Single,Student,7th year of schooling,Portuguese,Secondary education,130,No,Graduate,Yes,7.6
113.9,18,1st phase - general contingent,1,Advertising and Marketing Management,4,0,6,7,11.25,0,4,0,6,9,10.85714286,0,Daytime,Yes,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,123,No,Dropout,No,10.8
138.3,18,1st phase - general contingent,1,Agronomy,6,0,6,7,16,0,6,0,6,6,15.16666667,0,Daytime,No,No,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,1.79,Male,0.5,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,140,No,Graduate,Yes,12.4
118.4,20,1st phase - general contingent,1,Agronomy,6,0,6,11,14.125,0,5,0,6,10,12.6,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Female,-0.3,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,131,No,Graduate,Yes,13.9
116,19,1st phase - general contingent,1,Agronomy,6,0,6,8,15.5,0,6,0,6,10,14.1,0,Daytime,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-0.92,Male,0.3,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,124,No,Graduate,Yes,16.2
132.8,19,1st phase - general contingent,1,Agronomy,4,0,6,9,12,2,4,0,6,10,12.5,0,Daytime,No,No,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-4.06,Male,2.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,144,Yes,Enrolled,Yes,15.5
131.6,19,1st phase - general contingent,1,Agronomy,11,8,12,17,12,2,12,4,12,21,12.30769231,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Male,2.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,148,No,Graduate,Yes,15.5
115,21,1st phase - general contingent,1,Agronomy,12,8,12,13,14.53846154,0,12,4,12,14,14.46153846,0,Daytime,Yes,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-4.06,Male,2.8,No,Single,Administrative staff,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Graduate,Yes,15.5
143.5,18,1st phase - general contingent,1,Agronomy,5,0,6,6,15,0,4,0,6,8,14.5,0,Daytime,Yes,No,No,Meal preparation assistants,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Male,1.4,No,Single,Meal preparation assistants,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,148,No,Graduate,Yes,8.9
